"student_id","credential_type","term_number","term_label"
"STU004886","Certificate",5,"2018Q1"
"STU004889","Certificate",5,"2018Q1"
"STU004889","Associate",8,"2018Q4"
"STU004891","Certificate",6,"2018Q2"
"STU004892","Bachelor",15,"2020Q3"
"STU004897","Bachelor",21,"2022Q1"
"STU004901","Certificate",5,"2018Q1"
"STU004901","Associate",8,"2018Q4"
"STU004902","Bachelor",15,"2020Q3"
"STU004908","Associate",2,"2017Q2"
"STU004911","Bachelor",16,"2020Q4"
"STU004920","Bachelor",9,"2019Q1"
"STU004926","Certificate",6,"2018Q2"
"STU004934","Bachelor",9,"2019Q1"
"STU004936","Associate",8,"2018Q4"
"STU004938","Bachelor",24,"2022Q4"
"STU004945","Certificate",6,"2018Q2"
"STU004945","Associate",10,"2019Q2"
"STU004947","Bachelor",15,"2020Q3"
"STU004949","Bachelor",15,"2020Q3"
"STU004952","Bachelor",17,"2021Q1"
"STU004953","Associate",4,"2017Q4"
"STU004959","Associate",15,"2020Q3"
"STU004959","Bachelor",19,"2021Q3"
"STU004961","Bachelor",15,"2020Q3"
"STU004963","Bachelor",27,"2023Q3"
"STU004966","Bachelor",16,"2020Q4"
"STU004967","Bachelor",15,"2020Q3"
"STU004968","Associate",7,"2018Q3"
"STU004970","Associate",8,"2018Q4"
"STU004972","Bachelor",16,"2020Q4"
"STU004974","Associate",8,"2018Q4"
"STU004980","Associate",19,"2021Q3"
"STU004985","Bachelor",15,"2020Q3"
"STU004990","Bachelor",17,"2021Q1"
"STU004992","Associate",19,"2021Q3"
"STU005000","Associate",9,"2019Q1"
