"student_id","wage_q1","wage_q2","wage_q3","wage_q4","wage_q5","wage_q6","wage_q7","wage_q8","wage_q9","wage_q10","wage_q11","wage_q12","wage_q13","wage_q14","wage_q15","wage_q16","wage_q17","wage_q18","wage_q19","wage_q20","wage_q21","wage_q22","wage_q23","wage_q24","wage_q25","wage_q26","wage_q27","wage_q28"
"STU004071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14380,5345,3187,NA,10124,5474,NA,NA,NA,NA,NA,NA,NA,NA,23008,13328,6959
"STU004072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19211,19944,NA,16715,12609,17284,NA,NA,15567,35366,16237,11053
"STU004073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004074",6616,9092,8650,8958,8529,8148,NA,NA,NA,8140,8958,NA,NA,7605,NA,NA,NA,NA,NA,NA,NA,NA,NA,19128,14778,11639,11985,21495
"STU004075",5062,NA,NA,NA,NA,NA,NA,NA,NA,16795,NA,NA,NA,7926,7691,8614,4880,8998,6675,NA,NA,6256,4214,12648,13943,12019,12169,13012
"STU004076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11333,8290
"STU004077",11043,11684,NA,NA,NA,20002,10617,11074,9155,10184,8373,11948,9025,8968,NA,6349,9758,NA,NA,NA,NA,NA,14137,16534,17933,12136,14793,12253
"STU004078",NA,NA,5901,4765,7659,NA,10581,9306,11820,15878,15109,10855,NA,NA,24578,11060,14252,NA,18764,15500,16757,14486,NA,NA,NA,9901,NA,20033
"STU004079",6099,11913,12482,8149,11748,6447,11519,NA,NA,12166,10636,13164,8937,16286,NA,8440,11068,8744,NA,10363,11437,11966,11210,6600,21077,NA,15236,8321
"STU004080",7582,6504,NA,NA,6349,8417,NA,NA,5873,9496,14935,NA,NA,NA,9393,NA,NA,11843,9373,12434,10273,NA,NA,14995,NA,NA,NA,NA
"STU004081",10988,NA,NA,NA,NA,NA,NA,9291,16854,11292,NA,8051,11988,11198,8647,9164,11268,12873,11348,12820,12169,10022,12754,10667,9001,NA,NA,NA
"STU004082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21107,15064,19663,38053,NA,26762
"STU004083",4282,5389,NA,NA,NA,3730,4339,5858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6712,6615,8415,8183,9805,5571,NA,7914,NA,NA
"STU004084",NA,NA,9174,8270,NA,4756,7318,6585,12032,NA,9257,NA,8691,14680,6983,6701,7091,NA,11656,10812,13559,NA,NA,NA,NA,NA,NA,NA
"STU004085",NA,NA,NA,NA,8639,10648,12516,11364,13451,10746,9732,15964,10089,12801,8053,14049,12007,21573,13758,11946,8497,15000,NA,NA,NA,NA,NA,17124
"STU004086",16179,NA,23465,23789,14246,NA,NA,12769,14870,NA,NA,19257,19771,NA,13771,19005,18825,NA,NA,NA,NA,NA,17295,22491,14825,18873,15062,NA
"STU004087",10327,8764,7184,7716,5877,6762,4953,6155,4602,5700,5914,10953,NA,NA,NA,11188,9217,10405,8000,NA,12162,NA,NA,NA,NA,9005,11157,NA
"STU004088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13070,9737,7881,8773,17233,15588,14107,14166,14710,14758
"STU004090",9278,6800,8719,6101,4479,6181,NA,NA,NA,17276,9908,NA,6342,12839,10587,7306,6118,11043,9224,10276,9016,7901,NA,13043,9516,7840,17337,NA
"STU004091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10480,15445,11205,13965,21739,20763,24773,21968,11089,17593,14940,NA,NA
"STU004092",10441,5621,6856,7496,6681,NA,5703,6482,7879,3333,NA,4395,NA,NA,NA,NA,NA,8610,8114,12449,12197,10585,12268,14044,7044,NA,13039,16320
"STU004093",9113,NA,NA,NA,5732,5894,NA,NA,10987,11278,4811,NA,NA,8697,11283,13830,14603,NA,NA,NA,12956,13485,7790,11178,11571,18137,8359,NA
"STU004094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004095",7459,7859,NA,7836,6948,NA,NA,NA,6199,6834,NA,NA,NA,NA,NA,NA,NA,17300,14287,10360,21614,15405,NA,NA,NA,NA,14042,NA
"STU004096",NA,NA,NA,NA,NA,NA,NA,NA,6959,10924,3770,15539,NA,5765,9565,7432,11703,8482,7775,11268,7587,16294,NA,NA,NA,NA,8816,12768
"STU004097",8411,7553,11117,12239,NA,NA,NA,17676,17368,15099,29340,17483,21714,22615,13849,14928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19017,NA
"STU004098",NA,NA,NA,NA,NA,3768,4099,4784,NA,NA,NA,10181,8101,6878,8881,7516,14554,8997,11852,6862,18075,7710,NA,14174,NA,NA,NA,15319
"STU004099",15620,NA,NA,13378,NA,NA,NA,15957,11333,6916,NA,12349,11877,12096,7822,14098,NA,NA,12418,12069,NA,NA,NA,NA,NA,NA,NA,NA
"STU004100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28470,22071,25678,NA,NA,NA
"STU004101",4425,13000,NA,9301,NA,NA,NA,NA,NA,13939,10293,10079,9316,NA,13577,17260,17907,11881,12545,17325,NA,17642,18459,13074,11112,12325,18928,17660
"STU004102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10137,NA,NA,NA,NA,NA,NA,13970,10363,7996,19248,23585,11290,NA,NA,NA
"STU004103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19910
"STU004104",4857,NA,6447,5201,6121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4345,11185,7602,7665,5180,9635,8359,NA,9571,NA
"STU004105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004106",5881,10309,8483,6563,4195,11327,4504,9583,4897,6286,5712,4771,9214,10007,14816,9053,9076,NA,7468,9909,NA,9351,8163,18686,10500,11792,NA,NA
"STU004107",6408,NA,NA,NA,4884,8863,8989,15132,9010,NA,12765,16193,17098,10036,11880,13062,6661,17926,8883,15536,18568,10063,15730,8917,NA,NA,NA,NA
"STU004108",NA,6927,NA,NA,9103,8317,12325,NA,10023,11468,13435,NA,NA,9987,9860,8846,NA,NA,NA,NA,NA,NA,11247,NA,NA,6671,13204,14588
"STU004109",16186,15922,10610,10866,20488,NA,10628,14053,13728,10762,9334,NA,NA,17193,12788,11343,NA,11151,NA,13000,13921,16080,19799,NA,NA,20264,11520,NA
"STU004110",7067,NA,5123,7671,NA,NA,12066,9618,5447,8020,11233,11775,12778,11840,8911,14317,13924,16874,15531,13311,11224,NA,14910,9948,13318,NA,NA,NA
"STU004111",NA,11491,4004,16388,NA,NA,NA,NA,19637,11621,NA,7119,9920,9892,NA,7580,20277,24000,19318,15190,12573,15108,12910,18657,13213,9002,25264,24512
"STU004112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19260,9244,7073,12614,15658,7456,14136,10920,11144,17686,16609,8342,10093
"STU004113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20568
"STU004114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9304,33637,23928,NA,NA,NA,27329,20528
"STU004115",16021,9285,15614,14596,NA,NA,13971,9329,8614,12450,10590,15092,NA,NA,NA,NA,NA,15626,11834,NA,11956,14555,12657,8769,19396,NA,NA,10747
"STU004116",NA,NA,NA,13602,9194,6139,10457,NA,NA,NA,15697,NA,NA,NA,NA,NA,NA,15960,NA,NA,NA,19428,14393,NA,10080,13069,16037,9801
"STU004117",8876,NA,NA,NA,NA,16960,NA,NA,NA,11271,8486,12819,10908,12693,NA,NA,NA,14780,13148,12628,10516,19714,NA,NA,NA,10148,NA,NA
"STU004118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7725,16380,10093,NA,NA,NA,NA
"STU004119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004120",NA,15470,12045,13908,NA,NA,NA,NA,6093,8225,6897,11543,11509,6361,10029,NA,NA,16107,26602,NA,24371,12158,12114,NA,NA,19750,NA,NA
"STU004121",11668,10381,7242,10283,NA,NA,5241,8388,5706,NA,3881,NA,NA,NA,13111,10495,6786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20229
"STU004122",6392,NA,10947,10794,9403,6328,10048,6283,11005,9712,13829,11187,18257,NA,NA,NA,NA,17465,14655,13052,13314,17446,13542,NA,NA,NA,NA,NA
"STU004123",6490,NA,11502,7568,6202,9363,NA,NA,9379,9584,9828,NA,13788,8456,16244,21445,14146,15455,14296,16769,NA,34102,19557,22064,19271,21175,NA,NA
"STU004124",NA,13752,4741,4860,5319,4460,NA,NA,NA,8180,7002,13366,5481,13930,8984,NA,NA,14781,NA,NA,NA,21366,NA,NA,10794,9440,11283,10864
"STU004125",8436,8958,5223,NA,NA,NA,NA,NA,NA,4982,3935,4455,NA,NA,7576,8024,4183,8754,8917,3385,10189,15337,22397,11837,17028,NA,NA,11182
"STU004126",13565,8582,8809,9646,5952,4485,NA,NA,7238,7555,10468,5402,6697,7466,7523,6618,12697,13633,NA,NA,NA,NA,NA,NA,NA,NA,20293,15957
"STU004127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004128",8888,NA,NA,NA,NA,NA,20193,12763,17506,13284,NA,NA,NA,NA,NA,11667,22086,19591,12975,13400,19819,15166,NA,18331,13072,24669,26200,18135
"STU004129",16724,7266,9029,NA,6145,NA,19825,13482,NA,NA,NA,NA,NA,NA,NA,15822,20700,9733,NA,13147,NA,NA,NA,NA,NA,16403,NA,NA
"STU004130",10945,7438,6840,8369,7177,4610,7269,NA,9594,NA,NA,8794,NA,NA,13981,7963,14246,9672,10798,NA,NA,10089,NA,NA,9262,12741,11047,16662
"STU004131",11407,9301,14968,13480,11524,10000,6757,9966,NA,8015,6015,9108,22062,9235,11915,8341,8477,11231,10610,NA,NA,11418,14818,20958,17264,13353,17601,9626
"STU004132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6664,7359,10498,NA,NA,NA,NA,NA,15800,NA,NA,15983,12278,16264
"STU004133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18596,18304,18379,22974,14523,24716,25006,NA,NA,15239,23570,NA
"STU004134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8559,NA,NA,15225,12029,12950,14534,22838,19395,13869,11740,13476,13770,11417
"STU004135",14427,NA,NA,NA,NA,NA,NA,16429,16461,15011,15824,21260,14010,18316,14803,21339,23694,21055,15921,13829,14211,23515,16276,14669,16916,15611,19133,NA
"STU004136",NA,NA,NA,NA,9515,4995,6774,8682,6838,6893,14927,NA,NA,12060,12894,13736,11487,9490,NA,NA,NA,11418,6191,11826,NA,NA,12619,NA
"STU004137",NA,NA,NA,8444,9337,8151,10991,11367,12718,14169,10068,9158,14652,NA,8467,NA,17912,23156,12410,10596,NA,NA,NA,19669,12704,16496,26216,12763
"STU004138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8108,19328,NA,51388,29428
"STU004139",6905,9251,7971,4587,10196,9424,9756,NA,8566,7866,9432,10384,9591,13241,10919,8811,9100,11541,15501,NA,NA,NA,NA,NA,11528,8150,10779,12351
"STU004140",9862,11126,12581,7780,3028,6245,8173,8874,NA,NA,7404,NA,NA,NA,NA,4862,NA,NA,6299,11370,5653,10618,9806,9432,10971,NA,14017,NA
"STU004141",11185,NA,NA,NA,NA,NA,NA,NA,NA,NA,3615,12657,7680,NA,NA,NA,NA,17803,9396,8115,11379,16601,19861,10111,14911,10377,10696,NA
"STU004142",NA,NA,NA,NA,7004,6518,6217,NA,NA,NA,8329,4752,NA,7645,NA,NA,12571,18094,NA,NA,NA,21889,13402,17012,15954,12004,16702,24113
"STU004143",NA,NA,NA,NA,NA,10946,5640,6225,7484,NA,NA,NA,NA,NA,NA,20099,14308,10625,18744,18243,NA,NA,NA,16943,NA,15431,20103,19782
"STU004144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19032,18029,NA
"STU004145",5576,11715,3619,6074,11149,NA,NA,6396,3273,12899,5302,6369,10579,NA,7845,5774,10897,NA,2854,NA,NA,7748,8787,NA,NA,NA,NA,5995
"STU004146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16991,NA,28486,21349,NA
"STU004147",NA,NA,NA,NA,11494,9108,9626,NA,NA,NA,8440,6813,15653,9425,10590,NA,NA,NA,NA,NA,9307,14314,13052,11182,8660,7945,9366,7262
"STU004148",7253,NA,NA,NA,NA,NA,NA,7340,5026,8206,8279,8276,7199,6206,6427,4517,11530,7073,NA,NA,NA,NA,NA,16511,8339,7988,7329,9273
"STU004149",NA,5209,NA,7157,9092,6693,NA,NA,NA,3817,4140,8026,5978,2836,6946,8420,NA,NA,NA,NA,NA,NA,NA,10758,NA,NA,NA,NA
"STU004150",15397,5721,9669,5776,4984,NA,NA,NA,NA,NA,NA,NA,9843,6164,9102,11355,12285,15555,9877,12396,12567,14216,NA,NA,10091,NA,NA,NA
"STU004151",7237,11921,11635,13974,8981,12648,11558,13418,6426,10580,NA,NA,12057,10686,8653,14175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004152",7018,NA,NA,NA,NA,NA,12089,16867,13931,9847,11167,9634,9843,17042,11867,8158,7977,NA,NA,NA,12267,15472,12117,12940,NA,18963,15167,13583
"STU004153",NA,NA,NA,NA,NA,NA,NA,NA,NA,5481,5291,5441,6684,7519,10241,NA,NA,5368,10132,6237,10552,8310,8769,NA,9689,12295,6493,9874
"STU004154",10109,9591,7954,12129,12779,15109,14972,17337,18211,NA,NA,NA,13873,15615,15217,12096,20422,12386,18527,21614,11348,20828,NA,15232,18651,33417,NA,13984
"STU004155",NA,NA,NA,4797,11519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4937,6692,28235,10068,19692,9546,18616,12641,11667,14883,10151,NA,NA
"STU004156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7027,13112,7841,13136,13757,9194,9147,NA,NA
"STU004157",12579,8473,6527,NA,7578,NA,8367,10733,9869,NA,NA,5377,5348,NA,NA,7008,12953,NA,11804,14217,16319,8567,13307,14268,15343,NA,15554,9631
"STU004158",NA,NA,NA,14304,14274,NA,NA,NA,NA,NA,9379,10715,11787,NA,11617,NA,NA,NA,15235,12605,10472,NA,NA,15747,NA,NA,NA,NA
"STU004159",5162,9797,NA,NA,NA,5827,5599,NA,NA,10178,11020,8642,NA,NA,NA,NA,7298,8448,NA,NA,NA,NA,8887,14740,8224,10577,7535,NA
"STU004160",9133,9622,19315,9831,12912,15087,NA,NA,NA,NA,12237,NA,NA,NA,NA,NA,28896,19231,20352,18722,31634,35590,35346,NA,19107,17175,23983,20410
"STU004161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4866,5103,8488,NA,NA,13376,NA,10656,NA,NA
"STU004162",10695,12537,5322,8963,NA,NA,NA,9567,10571,7123,15715,NA,NA,NA,NA,21880,15423,18794,12591,NA,NA,NA,25422,32113,NA,NA,NA,15861
"STU004163",12013,6849,NA,NA,16196,NA,NA,NA,9852,14943,13943,13578,10759,12600,10087,NA,NA,15261,9696,16661,NA,NA,NA,NA,NA,NA,NA,NA
"STU004164",NA,NA,NA,NA,NA,NA,NA,30167,NA,NA,21647,17530,17640,17903,NA,28305,30495,29372,61151,30754,NA,NA,NA,NA,20371,NA,NA,NA
"STU004165",NA,NA,8287,7486,5284,12664,12281,NA,NA,9987,18373,11667,11779,10204,14060,NA,NA,9992,NA,NA,9580,11431,NA,NA,NA,NA,12343,15746
"STU004166",7956,NA,NA,NA,4812,5848,17503,12773,9122,10457,NA,20286,11042,10362,10054,15297,11281,14279,10570,8532,13367,12359,7550,9076,NA,NA,NA,NA
"STU004167",7719,NA,NA,11378,8642,12424,9911,5891,19226,8076,15729,15568,NA,10211,10942,9778,11097,NA,16418,12178,8661,10736,10470,12465,NA,NA,NA,13057
"STU004168",10256,13262,NA,14140,8865,NA,10511,13348,28047,NA,NA,NA,NA,19107,13264,30602,NA,23081,24428,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004169",12340,NA,NA,NA,NA,6621,11624,NA,8791,NA,NA,8169,16279,15309,16326,12704,19934,20434,12123,14024,NA,NA,9947,20404,NA,NA,NA,NA
"STU004170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9959,15560,NA,NA,17952
"STU004171",11249,8406,5518,NA,16663,5108,7273,NA,NA,8764,8366,11369,NA,15094,9052,NA,NA,NA,NA,NA,NA,NA,NA,NA,12871,12278,NA,NA
"STU004172",8998,NA,NA,NA,NA,3151,4615,3268,NA,NA,NA,8819,10881,6834,NA,NA,8615,NA,NA,NA,NA,NA,NA,NA,NA,9557,NA,8075
"STU004173",7819,NA,5023,NA,NA,NA,NA,NA,NA,NA,NA,NA,8905,NA,NA,NA,NA,NA,NA,NA,13332,10812,13829,NA,10451,9591,13637,8882
"STU004174",17605,11499,10569,10266,NA,NA,NA,11431,20688,8207,6654,NA,NA,NA,NA,22487,12107,20454,NA,NA,NA,NA,20251,18909,NA,9788,18142,19151
"STU004175",4695,6365,NA,NA,NA,NA,18166,6754,6238,NA,NA,NA,17731,19669,12969,NA,24442,15638,20258,14495,15701,13737,NA,NA,18679,NA,NA,25520
"STU004176",12008,19787,15024,13718,8801,11334,NA,13566,8633,12102,NA,10002,14967,8774,14528,13630,NA,NA,NA,NA,NA,NA,NA,13815,11116,12503,22044,8557
"STU004177",NA,NA,13848,13607,10595,7395,6491,22243,NA,14503,14899,NA,NA,NA,12569,14399,NA,NA,NA,NA,15394,15748,15784,12098,13840,18729,NA,NA
"STU004178",6798,8368,8576,7076,4477,6480,11208,9535,NA,NA,NA,NA,15282,5704,6369,8493,NA,NA,NA,NA,NA,NA,NA,13281,NA,NA,NA,12493
"STU004179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004180",NA,NA,NA,NA,NA,NA,NA,NA,11770,7220,12773,NA,NA,NA,12855,8966,10798,NA,11093,11853,13469,15875,15521,9554,15851,9671,12443,11107
"STU004181",NA,NA,NA,NA,7849,NA,NA,11474,NA,NA,NA,5358,NA,NA,NA,8738,21290,17094,11218,10252,NA,NA,NA,16459,12323,23217,31551,NA
"STU004182",10724,5541,6339,6457,6092,8342,NA,10491,6473,7840,10916,6314,6261,4502,6873,NA,12959,10373,8807,6293,17773,NA,13371,13598,17931,NA,13264,NA
"STU004183",12715,6615,13135,6527,9498,4776,9524,7303,7626,13798,9233,7431,12013,NA,NA,NA,12774,10617,NA,NA,NA,NA,12025,NA,10773,10411,10515,20574
"STU004184",NA,8158,12747,9088,NA,NA,NA,NA,NA,NA,NA,9060,15889,10539,15257,NA,NA,NA,NA,10778,NA,18136,12905,10199,10509,11750,14727,NA
"STU004185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16334,13414,NA,14709,25187,30342,17236,29403,17341,15319,23625
"STU004186",2948,2046,5240,4089,3585,6524,6330,NA,NA,12991,9850,23099,NA,NA,NA,9305,6464,8140,9715,13625,17637,12206,NA,13052,8247,NA,NA,NA
"STU004187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9635,NA,NA,NA,12105,11969,16049,7299,NA,17693,26967,18965,NA,NA
"STU004188",9137,6476,4243,NA,NA,10147,10632,10271,NA,NA,NA,6324,19311,5794,5590,7789,NA,NA,NA,NA,NA,NA,NA,NA,8445,9820,13369,NA
"STU004189",NA,NA,10890,5825,4686,NA,NA,9148,5293,7708,4105,NA,NA,NA,10278,10832,NA,NA,NA,NA,5785,NA,16139,NA,NA,12480,12085,11174
"STU004190",6318,12039,NA,NA,10561,14222,10280,11220,9508,NA,NA,7292,8717,9746,NA,23360,13670,15552,16532,NA,19547,20347,20592,30481,13942,NA,NA,NA
"STU004191",11147,NA,NA,NA,NA,NA,17083,13203,6768,NA,NA,NA,9169,14997,10560,16317,12313,10258,24523,10586,10951,15579,11746,17263,18416,12877,11695,14432
"STU004192",NA,NA,NA,NA,NA,8913,14516,NA,NA,NA,NA,13617,14828,17130,NA,NA,10288,20635,NA,17498,15017,14906,19060,NA,NA,NA,NA,NA
"STU004193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31958,NA,NA,26916
"STU004194",7494,NA,7565,NA,NA,11797,9545,9992,15488,NA,NA,NA,NA,NA,NA,10788,11362,11248,20286,9703,9923,NA,NA,NA,NA,NA,12729,16459
"STU004195",11451,11647,8880,NA,NA,5952,9936,NA,NA,NA,NA,11073,6595,NA,NA,NA,NA,NA,16910,13197,NA,NA,13571,10384,15803,12471,8598,9590
"STU004196",15707,7451,9732,5935,8512,10659,10833,10046,10090,12257,14972,7652,7991,NA,9399,8322,8819,8004,7352,11956,NA,NA,NA,NA,12119,13440,10037,8228
"STU004197",6709,10029,9861,10058,10576,17915,9869,7727,10744,12407,10222,8072,12184,NA,16564,20700,15680,18286,NA,NA,NA,NA,19519,18085,24013,31378,27298,15693
"STU004198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6916,20941,NA,6119,16604,16345,23098,NA,14853,13768,NA,NA,20128,NA,NA,14648,NA
"STU004200",8021,11181,10685,11108,7096,NA,5859,4864,NA,10819,13245,6350,6309,6416,11205,NA,NA,NA,NA,NA,NA,8156,11253,NA,NA,NA,15832,15141
"STU004201",NA,8197,11611,16489,13196,NA,7867,9786,7169,NA,NA,10495,10949,14605,NA,NA,9647,9617,10026,10854,10366,8295,8345,NA,NA,NA,NA,9364
"STU004202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10761,NA,21121,9166
"STU004203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004204",NA,NA,NA,4130,4175,8619,7364,6090,7107,6046,6447,7359,NA,NA,9389,NA,NA,NA,NA,NA,NA,16116,11268,NA,NA,NA,NA,NA
"STU004205",NA,NA,NA,4787,NA,NA,NA,NA,NA,NA,9893,10423,NA,NA,21356,15913,9141,12837,NA,14419,13272,NA,NA,16949,12147,NA,NA,NA
"STU004206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12433,16252,12896,9712,12153,14984,18560,23667,13247
"STU004207",NA,NA,NA,NA,7772,7761,NA,NA,7043,6284,11611,NA,9491,14898,9166,6471,11085,5870,NA,11931,NA,20897,NA,NA,NA,16950,19371,17719
"STU004208",8371,4679,10563,13424,NA,NA,NA,NA,NA,NA,7241,8523,11955,6052,9353,9120,14179,NA,NA,NA,9734,15251,14193,NA,NA,21942,17429,13373
"STU004209",NA,NA,NA,NA,NA,NA,8220,6085,8159,13027,21504,9266,12092,15082,9449,NA,NA,NA,12822,16281,21044,22494,NA,NA,NA,13808,NA,NA
"STU004210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004211",8435,11617,NA,NA,NA,NA,NA,17299,NA,13522,21537,NA,NA,NA,16824,18357,NA,NA,NA,NA,NA,20612,NA,6886,NA,NA,18178,NA
"STU004212",10199,8698,7571,6812,10700,NA,NA,NA,16404,15681,17609,NA,NA,NA,12827,NA,NA,NA,NA,15637,13665,25011,8686,21854,19983,11629,NA,NA
"STU004213",NA,NA,NA,9984,6601,NA,11316,5863,6897,NA,NA,NA,NA,NA,NA,NA,7049,6318,14499,NA,NA,NA,NA,NA,11925,15937,16398,13998
"STU004214",NA,NA,NA,NA,9505,7672,7126,7182,10831,10499,9599,7904,16883,13237,9099,7591,11006,NA,NA,NA,NA,NA,NA,11220,8662,14927,13931,8757
"STU004215",6558,13349,11754,NA,NA,18092,10767,16367,NA,9528,14030,10426,14676,7646,10895,13432,NA,NA,13117,16544,NA,10128,8749,17376,12755,10572,14008,9297
"STU004216",5263,NA,7004,3206,11128,6114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17332,19592,11770,NA,NA,NA,NA,NA,NA,NA
"STU004217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU004218",10496,NA,NA,7491,16251,8763,7654,6268,12309,6300,NA,NA,NA,5802,9974,6454,NA,NA,NA,NA,16561,9600,NA,NA,NA,NA,8982,8675
"STU004219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24723,20331,23597,20688,19121,15548,NA,27810,21329,19876,NA
"STU004220",7857,6096,5168,14902,NA,12191,8967,12915,8869,11172,12186,18623,10981,14577,12262,22440,NA,NA,10501,7516,14229,12784,22565,22803,21726,16670,NA,8767
"STU004221",9240,8875,5165,5955,12138,6592,11768,7340,4979,5516,NA,NA,NA,NA,NA,NA,NA,NA,13407,NA,14557,10904,11587,12634,16192,NA,10861,11680
"STU004222",11274,6365,9862,6238,4398,5260,6530,NA,NA,6400,NA,12250,11896,13957,8871,9016,NA,NA,NA,NA,NA,NA,NA,NA,8325,8345,12959,14131
"STU004223",NA,NA,4680,6256,9409,7839,13951,NA,NA,NA,NA,NA,NA,NA,NA,15696,11292,12974,7863,15432,NA,NA,11848,7796,NA,NA,NA,NA
